mapa_1_resultados.xlsx,48,AL2021,010416,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,786
mapa_1_resultados.xlsx,49,AL2021,010417,AF,PS,party,PS,,200
mapa_1_resultados.xlsx,49,AL2021,010417,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,253
mapa_1_resultados.xlsx,50,AL2021,010418,AF,PS,party,PS,,394
mapa_1_resultados.xlsx,50,AL2021,010418,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,321
mapa_1_resultados.xlsx,51,AL2021,010419,AF,PS,party,PS,,135
mapa_1_resultados.xlsx,51,AL2021,010419,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,450
mapa_1_resultados.xlsx,52,AL2021,010420,AF,PS,party,PS,,105
mapa_1_resultados.xlsx,52,AL2021,010420,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,227
mapa_1_resultados.xlsx,53,AL2021,010421,AF,PS,party,PS,,1088
mapa_1_resultados.xlsx,53,AL2021,010421,AF,PCP-PEV,coalition,PCP-PEV,,137
mapa_1_resultados.xlsx,53,AL2021,010421,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,1476
mapa_1_resultados.xlsx,54,AL2021,010422,AF,PS,party,PS,,116
mapa_1_resultados.xlsx,54,AL2021,010422,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,40
mapa_1_resultados.xlsx,55,AL2021,010423,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,375
mapa_1_resultados.xlsx,55,AL2021,010423,AF,[D],citizen_group,JPU,Juntos pela União,403
mapa_1_resultados.xlsx,56,AL2021,010424,AF,[A],coalition,PPD/PSD.CDS-PP.PPM.IL,AGORA OS AROUQUENSES,98
mapa_1_resultados.xlsx,57,AL2021,010500,CM,B.E.,party,B.E.,,2191
mapa_1_resultados.xlsx,57,AL2021,010500,CM,CH,party,CH,,1383
mapa_1_resultados.xlsx,57,AL2021,010500,CM,IL,party,IL,,790
mapa_1_resultados.xlsx,57,AL2021,010500,CM,NC,party,NC,,358
mapa_1_resultados.xlsx,57,AL2021,010500,CM,PCTP/MRPP,party,PCTP/MRPP,,83
mapa_1_resultados.xlsx,57,AL2021,010500,CM,PCP-PEV,coalition,PCP-PEV,,1153
mapa_1_resultados.xlsx,57,AL2021,010500,CM,[A],coalition,PPD/PSD.CDS-PP.PPM,ALIANÇA COM AVEIRO,17550
mapa_1_resultados.xlsx,57,AL2021,010500,CM,[B],coalition,PS-PAN,VIVA AVEIRO,8901
mapa_1_resultados.xlsx,58,AL2021,010500,AM,B.E.,party,B.E.,,2883
