mapa_1_resultados.xlsx,136,AL2021,011302,OLIVEIRA DE AZEMÉIS,CESAR,AF,2724,1499,79,41
mapa_1_resultados.xlsx,137,AL2021,011303,OLIVEIRA DE AZEMÉIS,FAJÕES,AF,2674,1510,71,40
mapa_1_resultados.xlsx,138,AL2021,011304,OLIVEIRA DE AZEMÉIS,LOUREIRO,AF,3223,1860,36,37
mapa_1_resultados.xlsx,139,AL2021,011305,OLIVEIRA DE AZEMÉIS,MACIEIRA DE SARNES,AF,1685,1118,28,18
mapa_1_resultados.xlsx,140,AL2021,011310,OLIVEIRA DE AZEMÉIS,OSSELA,AF,1771,1196,37,18
mapa_1_resultados.xlsx,141,AL2021,011315,OLIVEIRA DE AZEMÉIS,SÃO MARTINHO DA GÂNDARA,AF,1749,1072,84,36
mapa_1_resultados.xlsx,142,AL2021,011318,OLIVEIRA DE AZEMÉIS,SÃO ROQUE,AF,4545,2640,54,61
mapa_1_resultados.xlsx,143,AL2021,011319,OLIVEIRA DE AZEMÉIS,VILA DE CUCUJÃES,AF,9235,4550,127,85
mapa_1_resultados.xlsx,144,AL2021,011320,OLIVEIRA DE AZEMÉIS,UNIÃO DAS FREGUESIAS DE NOGUEIRA DO CRAVO E PINDELO,AF,4656,2763,73,95
mapa_1_resultados.xlsx,145,AL2021,011321,OLIVEIRA DE AZEMÉIS,"UNIÃO DAS FREGUESIAS DE OLIVEIRA DE AZEMÉIS, SANTIAGO DE RIBA-UL, UL, MACINHATA DA SEIXA E MADAIL",AF,18659,9110,294,133
mapa_1_resultados.xlsx,146,AL2021,011322,OLIVEIRA DE AZEMÉIS,"UNIÃO DAS FREGUESIAS DE PINHEIRO DA BEMPOSTA, TRAVANCA E PALMAZ",AF,6340,3032,233,86
mapa_1_resultados.xlsx,147,AL2021,011400,OLIVEIRA DO BAIRRO,,CM,20864,10935,306,198
mapa_1_resultados.xlsx,148,AL2021,011400,OLIVEIRA DO BAIRRO,,AM,20864,10935,344,185
mapa_1_resultados.xlsx,149,AL2021,011403,OLIVEIRA DO BAIRRO,OIÃ,AF,6797,3407,109,58
mapa_1_resultados.xlsx,150,AL2021,011404,OLIVEIRA DO BAIRRO,OLIVEIRA DO BAIRRO,AF,5739,2898,78,66
mapa_1_resultados.xlsx,151,AL2021,011405,OLIVEIRA DO BAIRRO,PALHAÇA,AF,2414,1423,39,27
mapa_1_resultados.xlsx,152,AL2021,011407,OLIVEIRA DO BAIRRO,"UNIÃO DAS FREGUESIAS DE BUSTOS, TROVISCAL E MAMARROSA",AF,5914,3208,73,57
mapa_1_resultados.xlsx,153,AL2021,011500,OVAR,,CM,50703,26956,753,544
mapa_1_resultados.xlsx,154,AL2021,011500,OVAR,,AM,50703,26957,947,575
